fecha,anio,mes_num,mes_nombre,departamento,categoria,presupuestado,ejecutado,variacion,variacion_pct
2025-01-01,2025,1,January,Operaciones,Nómina,8539000.0,8795000.0,256000.0,3.0
2025-01-01,2025,1,January,Operaciones,Marketing y publicidad,1863000.0,2104000.0,241000.0,12.9
2025-01-01,2025,1,January,Operaciones,Tecnología y software,1552000.0,1763000.0,211000.0,13.6
2025-01-01,2025,1,January,Operaciones,Viajes y viáticos,1242000.0,1218000.0,-24000.0,-1.9
2025-01-01,2025,1,January,Operaciones,Arrendamientos,1397000.0,1439000.0,42000.0,3.0
2025-01-01,2025,1,January,Operaciones,Otros gastos operativos,931000.0,993000.0,62000.0,6.7
2025-02-01,2025,2,February,Operaciones,Nómina,8539000.0,8558000.0,19000.0,0.2
2025-02-01,2025,2,February,Operaciones,Marketing y publicidad,1863000.0,1565000.0,-298000.0,-16.0
2025-02-01,2025,2,February,Operaciones,Tecnología y software,1552000.0,1644000.0,92000.0,5.9
2025-02-01,2025,2,February,Operaciones,Viajes y viáticos,1242000.0,1342000.0,100000.0,8.1
2025-02-01,2025,2,February,Operaciones,Arrendamientos,1397000.0,1450000.0,53000.0,3.8
2025-02-01,2025,2,February,Operaciones,Otros gastos operativos,931000.0,854000.0,-77000.0,-8.3
2025-03-01,2025,3,March,Operaciones,Nómina,9487000.0,9507000.0,20000.0,0.2
2025-03-01,2025,3,March,Operaciones,Marketing y publicidad,2070000.0,1960000.0,-110000.0,-5.3
2025-03-01,2025,3,March,Operaciones,Tecnología y software,1725000.0,1678000.0,-47000.0,-2.7
2025-03-01,2025,3,March,Operaciones,Viajes y viáticos,1380000.0,1541000.0,161000.0,11.7
2025-03-01,2025,3,March,Operaciones,Arrendamientos,1552000.0,1766000.0,214000.0,13.8
2025-03-01,2025,3,March,Operaciones,Otros gastos operativos,1035000.0,1097000.0,62000.0,6.0
2025-04-01,2025,4,April,Operaciones,Nómina,9487000.0,10155000.0,668000.0,7.0
2025-04-01,2025,4,April,Operaciones,Marketing y publicidad,2070000.0,2196000.0,126000.0,6.1
2025-04-01,2025,4,April,Operaciones,Tecnología y software,1725000.0,1723000.0,-2000.0,-0.1
2025-04-01,2025,4,April,Operaciones,Viajes y viáticos,1380000.0,1371000.0,-9000.0,-0.7
2025-04-01,2025,4,April,Operaciones,Arrendamientos,1552000.0,1458000.0,-94000.0,-6.1
2025-04-01,2025,4,April,Operaciones,Otros gastos operativos,1035000.0,1030000.0,-5000.0,-0.5
2025-05-01,2025,5,May,Operaciones,Nómina,9487000.0,11646000.0,2159000.0,22.8
2025-05-01,2025,5,May,Operaciones,Marketing y publicidad,2070000.0,2232000.0,162000.0,7.8
2025-05-01,2025,5,May,Operaciones,Tecnología y software,1725000.0,1672000.0,-53000.0,-3.1
2025-05-01,2025,5,May,Operaciones,Viajes y viáticos,1380000.0,1321000.0,-59000.0,-4.3
2025-05-01,2025,5,May,Operaciones,Arrendamientos,1552000.0,1432000.0,-120000.0,-7.7
2025-05-01,2025,5,May,Operaciones,Otros gastos operativos,1035000.0,1070000.0,35000.0,3.4
2025-06-01,2025,6,June,Operaciones,Nómina,11859000.0,12523000.0,664000.0,5.6
2025-06-01,2025,6,June,Operaciones,Marketing y publicidad,2587000.0,2251000.0,-336000.0,-13.0
2025-06-01,2025,6,June,Operaciones,Tecnología y software,2156000.0,2251000.0,95000.0,4.4
2025-06-01,2025,6,June,Operaciones,Viajes y viáticos,1725000.0,1637000.0,-88000.0,-5.1
2025-06-01,2025,6,June,Operaciones,Arrendamientos,1941000.0,2190000.0,249000.0,12.8
2025-06-01,2025,6,June,Operaciones,Otros gastos operativos,1294000.0,1312000.0,18000.0,1.4
2025-07-01,2025,7,July,Operaciones,Nómina,9487000.0,11173000.0,1686000.0,17.8
2025-07-01,2025,7,July,Operaciones,Marketing y publicidad,2070000.0,1985000.0,-85000.0,-4.1
2025-07-01,2025,7,July,Operaciones,Tecnología y software,1725000.0,1680000.0,-45000.0,-2.6
2025-07-01,2025,7,July,Operaciones,Viajes y viáticos,1380000.0,1417000.0,37000.0,2.7
2025-07-01,2025,7,July,Operaciones,Arrendamientos,1552000.0,1700000.0,148000.0,9.5
2025-07-01,2025,7,July,Operaciones,Otros gastos operativos,1035000.0,1088000.0,53000.0,5.1
2025-08-01,2025,8,August,Operaciones,Nómina,9487000.0,8603000.0,-884000.0,-9.3
2025-08-01,2025,8,August,Operaciones,Marketing y publicidad,2070000.0,2104000.0,34000.0,1.6
2025-08-01,2025,8,August,Operaciones,Tecnología y software,1725000.0,1728000.0,3000.0,0.2
2025-08-01,2025,8,August,Operaciones,Viajes y viáticos,1380000.0,1327000.0,-53000.0,-3.8
2025-08-01,2025,8,August,Operaciones,Arrendamientos,1552000.0,1462000.0,-90000.0,-5.8
2025-08-01,2025,8,August,Operaciones,Otros gastos operativos,1035000.0,1198000.0,163000.0,15.7
2025-09-01,2025,9,September,Operaciones,Nómina,9487000.0,9337000.0,-150000.0,-1.6
2025-09-01,2025,9,September,Operaciones,Marketing y publicidad,2070000.0,1912000.0,-158000.0,-7.6
2025-09-01,2025,9,September,Operaciones,Tecnología y software,1725000.0,1824000.0,99000.0,5.7
2025-09-01,2025,9,September,Operaciones,Viajes y viáticos,1380000.0,1396000.0,16000.0,1.2
2025-09-01,2025,9,September,Operaciones,Arrendamientos,1552000.0,1542000.0,-10000.0,-0.6
2025-09-01,2025,9,September,Operaciones,Otros gastos operativos,1035000.0,1108000.0,73000.0,7.1
2025-10-01,2025,10,October,Operaciones,Nómina,9487000.0,10103000.0,616000.0,6.5
2025-10-01,2025,10,October,Operaciones,Marketing y publicidad,2070000.0,2137000.0,67000.0,3.2
2025-10-01,2025,10,October,Operaciones,Tecnología y software,1725000.0,1875000.0,150000.0,8.7
2025-10-01,2025,10,October,Operaciones,Viajes y viáticos,1380000.0,1415000.0,35000.0,2.5
2025-10-01,2025,10,October,Operaciones,Arrendamientos,1552000.0,1466000.0,-86000.0,-5.5
2025-10-01,2025,10,October,Operaciones,Otros gastos operativos,1035000.0,1001000.0,-34000.0,-3.3
2025-11-01,2025,11,November,Operaciones,Nómina,9487000.0,9224000.0,-263000.0,-2.8
2025-11-01,2025,11,November,Operaciones,Marketing y publicidad,2070000.0,2109000.0,39000.0,1.9
2025-11-01,2025,11,November,Operaciones,Tecnología y software,1725000.0,1558000.0,-167000.0,-9.7
2025-11-01,2025,11,November,Operaciones,Viajes y viáticos,1380000.0,1152000.0,-228000.0,-16.5
2025-11-01,2025,11,November,Operaciones,Arrendamientos,1552000.0,1565000.0,13000.0,0.8
2025-11-01,2025,11,November,Operaciones,Otros gastos operativos,1035000.0,911000.0,-124000.0,-12.0
2025-12-01,2025,12,December,Operaciones,Nómina,11859000.0,9971000.0,-1888000.0,-15.9
2025-12-01,2025,12,December,Operaciones,Marketing y publicidad,2587000.0,2674000.0,87000.0,3.4
2025-12-01,2025,12,December,Operaciones,Tecnología y software,2156000.0,2018000.0,-138000.0,-6.4
2025-12-01,2025,12,December,Operaciones,Viajes y viáticos,1725000.0,1802000.0,77000.0,4.5
2025-12-01,2025,12,December,Operaciones,Arrendamientos,1941000.0,1848000.0,-93000.0,-4.8
2025-12-01,2025,12,December,Operaciones,Otros gastos operativos,1294000.0,1163000.0,-131000.0,-10.1
2025-01-01,2025,1,January,Tecnología,Nómina,6311000.0,5717000.0,-594000.0,-9.4
2025-01-01,2025,1,January,Tecnología,Marketing y publicidad,1377000.0,1313000.0,-64000.0,-4.6
2025-01-01,2025,1,January,Tecnología,Tecnología y software,1148000.0,1366000.0,218000.0,19.0
2025-01-01,2025,1,January,Tecnología,Viajes y viáticos,918000.0,850000.0,-68000.0,-7.4
2025-01-01,2025,1,January,Tecnología,Arrendamientos,1033000.0,1007000.0,-26000.0,-2.5
2025-01-01,2025,1,January,Tecnología,Otros gastos operativos,688000.0,593000.0,-95000.0,-13.8
2025-02-01,2025,2,February,Tecnología,Nómina,6311000.0,6446000.0,135000.0,2.1
2025-02-01,2025,2,February,Tecnología,Marketing y publicidad,1377000.0,1155000.0,-222000.0,-16.1
2025-02-01,2025,2,February,Tecnología,Tecnología y software,1148000.0,1376000.0,228000.0,19.9
2025-02-01,2025,2,February,Tecnología,Viajes y viáticos,918000.0,976000.0,58000.0,6.3
2025-02-01,2025,2,February,Tecnología,Arrendamientos,1033000.0,1134000.0,101000.0,9.8
2025-02-01,2025,2,February,Tecnología,Otros gastos operativos,688000.0,795000.0,107000.0,15.6
2025-03-01,2025,3,March,Tecnología,Nómina,7013000.0,6151000.0,-862000.0,-12.3
2025-03-01,2025,3,March,Tecnología,Marketing y publicidad,1530000.0,1634000.0,104000.0,6.8
2025-03-01,2025,3,March,Tecnología,Tecnología y software,1275000.0,1724000.0,449000.0,35.2
2025-03-01,2025,3,March,Tecnología,Viajes y viáticos,1020000.0,1110000.0,90000.0,8.8
2025-03-01,2025,3,March,Tecnología,Arrendamientos,1148000.0,1052000.0,-96000.0,-8.4
2025-03-01,2025,3,March,Tecnología,Otros gastos operativos,765000.0,793000.0,28000.0,3.7
2025-04-01,2025,4,April,Tecnología,Nómina,7013000.0,8350000.0,1337000.0,19.1
2025-04-01,2025,4,April,Tecnología,Marketing y publicidad,1530000.0,1324000.0,-206000.0,-13.5
2025-04-01,2025,4,April,Tecnología,Tecnología y software,1275000.0,1622000.0,347000.0,27.2
2025-04-01,2025,4,April,Tecnología,Viajes y viáticos,1020000.0,1122000.0,102000.0,10.0
2025-04-01,2025,4,April,Tecnología,Arrendamientos,1148000.0,1076000.0,-72000.0,-6.3
2025-04-01,2025,4,April,Tecnología,Otros gastos operativos,765000.0,805000.0,40000.0,5.2
2025-05-01,2025,5,May,Tecnología,Nómina,7013000.0,6463000.0,-550000.0,-7.8
2025-05-01,2025,5,May,Tecnología,Marketing y publicidad,1530000.0,1418000.0,-112000.0,-7.3
2025-05-01,2025,5,May,Tecnología,Tecnología y software,1275000.0,1441000.0,166000.0,13.0
2025-05-01,2025,5,May,Tecnología,Viajes y viáticos,1020000.0,1038000.0,18000.0,1.8
2025-05-01,2025,5,May,Tecnología,Arrendamientos,1148000.0,1138000.0,-10000.0,-0.9
2025-05-01,2025,5,May,Tecnología,Otros gastos operativos,765000.0,831000.0,66000.0,8.6
2025-06-01,2025,6,June,Tecnología,Nómina,8766000.0,8184000.0,-582000.0,-6.6
2025-06-01,2025,6,June,Tecnología,Marketing y publicidad,1912000.0,1890000.0,-22000.0,-1.2
2025-06-01,2025,6,June,Tecnología,Tecnología y software,1594000.0,2113000.0,519000.0,32.6
2025-06-01,2025,6,June,Tecnología,Viajes y viáticos,1275000.0,1339000.0,64000.0,5.0
2025-06-01,2025,6,June,Tecnología,Arrendamientos,1434000.0,1263000.0,-171000.0,-11.9
2025-06-01,2025,6,June,Tecnología,Otros gastos operativos,956000.0,1013000.0,57000.0,6.0
2025-07-01,2025,7,July,Tecnología,Nómina,7013000.0,6845000.0,-168000.0,-2.4
2025-07-01,2025,7,July,Tecnología,Marketing y publicidad,1530000.0,1583000.0,53000.0,3.5
2025-07-01,2025,7,July,Tecnología,Tecnología y software,1275000.0,1598000.0,323000.0,25.3
2025-07-01,2025,7,July,Tecnología,Viajes y viáticos,1020000.0,1132000.0,112000.0,11.0
2025-07-01,2025,7,July,Tecnología,Arrendamientos,1148000.0,1160000.0,12000.0,1.0
2025-07-01,2025,7,July,Tecnología,Otros gastos operativos,765000.0,637000.0,-128000.0,-16.7
2025-08-01,2025,8,August,Tecnología,Nómina,7013000.0,6271000.0,-742000.0,-10.6
2025-08-01,2025,8,August,Tecnología,Marketing y publicidad,1530000.0,1631000.0,101000.0,6.6
2025-08-01,2025,8,August,Tecnología,Tecnología y software,1275000.0,1519000.0,244000.0,19.1
2025-08-01,2025,8,August,Tecnología,Viajes y viáticos,1020000.0,1124000.0,104000.0,10.2
2025-08-01,2025,8,August,Tecnología,Arrendamientos,1148000.0,1176000.0,28000.0,2.4
2025-08-01,2025,8,August,Tecnología,Otros gastos operativos,765000.0,713000.0,-52000.0,-6.8
2025-09-01,2025,9,September,Tecnología,Nómina,7013000.0,7850000.0,837000.0,11.9
2025-09-01,2025,9,September,Tecnología,Marketing y publicidad,1530000.0,1419000.0,-111000.0,-7.3
2025-09-01,2025,9,September,Tecnología,Tecnología y software,1275000.0,1268000.0,-7000.0,-0.5
2025-09-01,2025,9,September,Tecnología,Viajes y viáticos,1020000.0,1209000.0,189000.0,18.5
2025-09-01,2025,9,September,Tecnología,Arrendamientos,1148000.0,950000.0,-198000.0,-17.2
2025-09-01,2025,9,September,Tecnología,Otros gastos operativos,765000.0,809000.0,44000.0,5.8
2025-10-01,2025,10,October,Tecnología,Nómina,7013000.0,7757000.0,744000.0,10.6
2025-10-01,2025,10,October,Tecnología,Marketing y publicidad,1530000.0,1550000.0,20000.0,1.3
2025-10-01,2025,10,October,Tecnología,Tecnología y software,1275000.0,1320000.0,45000.0,3.5
2025-10-01,2025,10,October,Tecnología,Viajes y viáticos,1020000.0,1113000.0,93000.0,9.1
2025-10-01,2025,10,October,Tecnología,Arrendamientos,1148000.0,999000.0,-149000.0,-13.0
2025-10-01,2025,10,October,Tecnología,Otros gastos operativos,765000.0,672000.0,-93000.0,-12.2
2025-11-01,2025,11,November,Tecnología,Nómina,7013000.0,6920000.0,-93000.0,-1.3
2025-11-01,2025,11,November,Tecnología,Marketing y publicidad,1530000.0,1639000.0,109000.0,7.1
2025-11-01,2025,11,November,Tecnología,Tecnología y software,1275000.0,1598000.0,323000.0,25.3
2025-11-01,2025,11,November,Tecnología,Viajes y viáticos,1020000.0,1094000.0,74000.0,7.3
2025-11-01,2025,11,November,Tecnología,Arrendamientos,1148000.0,1102000.0,-46000.0,-4.0
2025-11-01,2025,11,November,Tecnología,Otros gastos operativos,765000.0,753000.0,-12000.0,-1.6
2025-12-01,2025,12,December,Tecnología,Nómina,8766000.0,8026000.0,-740000.0,-8.4
2025-12-01,2025,12,December,Tecnología,Marketing y publicidad,1912000.0,1858000.0,-54000.0,-2.8
2025-12-01,2025,12,December,Tecnología,Tecnología y software,1594000.0,2048000.0,454000.0,28.5
2025-12-01,2025,12,December,Tecnología,Viajes y viáticos,1275000.0,1241000.0,-34000.0,-2.7
2025-12-01,2025,12,December,Tecnología,Arrendamientos,1434000.0,1496000.0,62000.0,4.3
2025-12-01,2025,12,December,Tecnología,Otros gastos operativos,956000.0,907000.0,-49000.0,-5.1
2025-01-01,2025,1,January,Marketing,Nómina,4455000.0,4302000.0,-153000.0,-3.4
2025-01-01,2025,1,January,Marketing,Marketing y publicidad,972000.0,975000.0,3000.0,0.3
2025-01-01,2025,1,January,Marketing,Tecnología y software,810000.0,796000.0,-14000.0,-1.7
2025-01-01,2025,1,January,Marketing,Viajes y viáticos,648000.0,683000.0,35000.0,5.4
2025-01-01,2025,1,January,Marketing,Arrendamientos,729000.0,741000.0,12000.0,1.6
2025-01-01,2025,1,January,Marketing,Otros gastos operativos,486000.0,562000.0,76000.0,15.6
2025-02-01,2025,2,February,Marketing,Nómina,4455000.0,4454000.0,-1000.0,-0.0
2025-02-01,2025,2,February,Marketing,Marketing y publicidad,972000.0,952000.0,-20000.0,-2.1
2025-02-01,2025,2,February,Marketing,Tecnología y software,810000.0,734000.0,-76000.0,-9.4
2025-02-01,2025,2,February,Marketing,Viajes y viáticos,648000.0,649000.0,1000.0,0.2
2025-02-01,2025,2,February,Marketing,Arrendamientos,729000.0,774000.0,45000.0,6.2
2025-02-01,2025,2,February,Marketing,Otros gastos operativos,486000.0,454000.0,-32000.0,-6.6
2025-03-01,2025,3,March,Marketing,Nómina,4950000.0,5026000.0,76000.0,1.5
2025-03-01,2025,3,March,Marketing,Marketing y publicidad,1080000.0,1150000.0,70000.0,6.5
2025-03-01,2025,3,March,Marketing,Tecnología y software,900000.0,890000.0,-10000.0,-1.1
2025-03-01,2025,3,March,Marketing,Viajes y viáticos,720000.0,686000.0,-34000.0,-4.7
2025-03-01,2025,3,March,Marketing,Arrendamientos,810000.0,881000.0,71000.0,8.8
2025-03-01,2025,3,March,Marketing,Otros gastos operativos,540000.0,545000.0,5000.0,0.9
2025-04-01,2025,4,April,Marketing,Nómina,4950000.0,5229000.0,279000.0,5.6
2025-04-01,2025,4,April,Marketing,Marketing y publicidad,1080000.0,1194000.0,114000.0,10.6
2025-04-01,2025,4,April,Marketing,Tecnología y software,900000.0,993000.0,93000.0,10.3
2025-04-01,2025,4,April,Marketing,Viajes y viáticos,720000.0,698000.0,-22000.0,-3.1
2025-04-01,2025,4,April,Marketing,Arrendamientos,810000.0,772000.0,-38000.0,-4.7
2025-04-01,2025,4,April,Marketing,Otros gastos operativos,540000.0,554000.0,14000.0,2.6
2025-05-01,2025,5,May,Marketing,Nómina,4950000.0,4989000.0,39000.0,0.8
2025-05-01,2025,5,May,Marketing,Marketing y publicidad,1080000.0,895000.0,-185000.0,-17.1
2025-05-01,2025,5,May,Marketing,Tecnología y software,900000.0,1003000.0,103000.0,11.4
2025-05-01,2025,5,May,Marketing,Viajes y viáticos,720000.0,721000.0,1000.0,0.1
2025-05-01,2025,5,May,Marketing,Arrendamientos,810000.0,864000.0,54000.0,6.7
2025-05-01,2025,5,May,Marketing,Otros gastos operativos,540000.0,483000.0,-57000.0,-10.6
2025-06-01,2025,6,June,Marketing,Nómina,6188000.0,7043000.0,855000.0,13.8
2025-06-01,2025,6,June,Marketing,Marketing y publicidad,1350000.0,1279000.0,-71000.0,-5.3
2025-06-01,2025,6,June,Marketing,Tecnología y software,1125000.0,1114000.0,-11000.0,-1.0
2025-06-01,2025,6,June,Marketing,Viajes y viáticos,900000.0,786000.0,-114000.0,-12.7
2025-06-01,2025,6,June,Marketing,Arrendamientos,1012000.0,997000.0,-15000.0,-1.5
2025-06-01,2025,6,June,Marketing,Otros gastos operativos,675000.0,661000.0,-14000.0,-2.1
2025-07-01,2025,7,July,Marketing,Nómina,4950000.0,4965000.0,15000.0,0.3
2025-07-01,2025,7,July,Marketing,Marketing y publicidad,1080000.0,1123000.0,43000.0,4.0
2025-07-01,2025,7,July,Marketing,Tecnología y software,900000.0,905000.0,5000.0,0.6
2025-07-01,2025,7,July,Marketing,Viajes y viáticos,720000.0,783000.0,63000.0,8.8
2025-07-01,2025,7,July,Marketing,Arrendamientos,810000.0,776000.0,-34000.0,-4.2
2025-07-01,2025,7,July,Marketing,Otros gastos operativos,540000.0,492000.0,-48000.0,-8.9
2025-08-01,2025,8,August,Marketing,Nómina,4950000.0,5040000.0,90000.0,1.8
2025-08-01,2025,8,August,Marketing,Marketing y publicidad,1080000.0,1141000.0,61000.0,5.6
2025-08-01,2025,8,August,Marketing,Tecnología y software,900000.0,1001000.0,101000.0,11.2
2025-08-01,2025,8,August,Marketing,Viajes y viáticos,720000.0,773000.0,53000.0,7.4
2025-08-01,2025,8,August,Marketing,Arrendamientos,810000.0,681000.0,-129000.0,-15.9
2025-08-01,2025,8,August,Marketing,Otros gastos operativos,540000.0,558000.0,18000.0,3.3
2025-09-01,2025,9,September,Marketing,Nómina,4950000.0,5713000.0,763000.0,15.4
2025-09-01,2025,9,September,Marketing,Marketing y publicidad,1080000.0,1086000.0,6000.0,0.6
2025-09-01,2025,9,September,Marketing,Tecnología y software,900000.0,858000.0,-42000.0,-4.7
2025-09-01,2025,9,September,Marketing,Viajes y viáticos,720000.0,740000.0,20000.0,2.8
2025-09-01,2025,9,September,Marketing,Arrendamientos,810000.0,773000.0,-37000.0,-4.6
2025-09-01,2025,9,September,Marketing,Otros gastos operativos,540000.0,571000.0,31000.0,5.7
2025-10-01,2025,10,October,Marketing,Nómina,4950000.0,5043000.0,93000.0,1.9
2025-10-01,2025,10,October,Marketing,Marketing y publicidad,1080000.0,1215000.0,135000.0,12.5
2025-10-01,2025,10,October,Marketing,Tecnología y software,900000.0,940000.0,40000.0,4.4
2025-10-01,2025,10,October,Marketing,Viajes y viáticos,720000.0,673000.0,-47000.0,-6.5
2025-10-01,2025,10,October,Marketing,Arrendamientos,810000.0,854000.0,44000.0,5.4
2025-10-01,2025,10,October,Marketing,Otros gastos operativos,540000.0,585000.0,45000.0,8.3
2025-11-01,2025,11,November,Marketing,Nómina,4950000.0,4791000.0,-159000.0,-3.2
2025-11-01,2025,11,November,Marketing,Marketing y publicidad,1080000.0,1039000.0,-41000.0,-3.8
2025-11-01,2025,11,November,Marketing,Tecnología y software,900000.0,713000.0,-187000.0,-20.8
2025-11-01,2025,11,November,Marketing,Viajes y viáticos,720000.0,779000.0,59000.0,8.2
2025-11-01,2025,11,November,Marketing,Arrendamientos,810000.0,767000.0,-43000.0,-5.3
